"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
27,"NCT03690310","Study of Anti-CD19 CAR NK Cells in Relapsed and Refractory B Cell Lymphoma",,"Not yet recruiting","No Results Available","Refractory B-Cell Lymphoma","Biological: Anti-CD19 CAR NK Cells","Occurrence of treatment related adverse events as assessed by CTCAE v4.0","Allife Medical Science and Technology Co., Ltd.","All","18 Years to 70 Years   (Adult, Older Adult)","Early Phase 1","9","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CD19 CAR NK-BJZL-01","November 2018","November 2020","November 2021","October 1, 2018","null","October 1, 2018","","","https://ClinicalTrials.gov/show/NCT03690310"
28,"NCT01226849","Feasibility Study Of Adding Bortezomib to R-ICE Chemotherapy To Treat Relapsed/ Refractory Diffuse Large B-Cell Lymphoma","SGH652","Completed","No Results Available","Diffuse Large B-Cell Lymphoma","Drug: bortezomib, rituximab, ifosphamide, etoposide, carboplatin","To evaluate number of participants with adverse events with R-ICE plus bortezomib (VR-ICE)|Response rate","Singapore General Hospital|Janssen-Cilag Ltd.","All","21 Years and older   (Adult, Older Adult)","Phase 1","6","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SGH652","November 2010","November 2014","November 2014","October 22, 2010","null","April 27, 2017","Singapore General Hospital, Singapore, Singapore","","https://ClinicalTrials.gov/show/NCT01226849"
29,"NCT00801216","High-Dose Sequential Chemoimmunotherapy for B-Cell Lymphomas With Central Nervous System Involvement","SCNSL1","Unknown status","No Results Available","B-Cell Lymphomas","Drug: High-dose sequential chemotherapy and autologous transplant","Event-free survival|Response duration|Overall survival|Tolerability|Neurotoxicity","IRCCS San Raffaele|Mundipharma K.K.","All","19 Years to 65 Years   (Adult, Older Adult)","Phase 2","38","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SCNSL1|IIL-SCNSL-1","January 2007","January 2010","January 2012","December 3, 2008","null","December 3, 2008","San Raffaele Scientific Institute, Milan, Italy|San Raffaele Scientific Institute, Milan, Italy","","https://ClinicalTrials.gov/show/NCT00801216"
30,"NCT02767674","Trial of R-GemOx Versus R-miniCHOP Regimen in First-line Treatment of Elderly Diffuse Large B Cell Lymphoma",,"Recruiting","No Results Available","Diffuse Large B Cell Lymphoma","Drug: Rituximab|Drug: Gemcitabine|Drug: Oxaliplatin|Drug: Cyclophosphamide|Drug: Doxorubicin|Drug: Vincristine|Drug: Prednisone","2-year overall survival rate|2-year progression free survival rate|overall response rate","The First Affiliated Hospital with Nanjing Medical University","All","70 Years to 90 Years   (Older Adult)","Phase 3","258","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","JSPH-002","May 2016","December 2018","July 2019","May 10, 2016","null","April 11, 2018","Tongji Medical College of HUST, Wuhan, Hubei, China|The first Affiliated Hospital Of Nanjing Medical University(JiangSu Province Hospital), NanJing, Jiangsu, China|QiLu Hospital of Shandong University, Jinan, Shandong, China|Shandong Province Hospital, Jinan, Shandong, China|Rui Jin Hospital Shanghai Jiao Tong University School of Medicine, Shanghai, Shanghai, China|Sudan University Shanghai Cancer Center, Shanghai, Shanghai, China","","https://ClinicalTrials.gov/show/NCT02767674"
31,"NCT00761384","High Dose, Absorbed Dose Adjusted 90Y-ibritumomab With Peripheral Blood Stem Cells (PBSC) Support in B-cell Lymphoma","HITT","Completed","No Results Available","B-cell Lymphoma","Drug: 90Y-ibritumomab","Maximal tolerable dose (MTD) absorbed dose to the liver, safety and time to treatment failure (TTF)|Overall response (OR), complete response (CR), their duration, absorbed dose to normal organ and tumours, relapse pattern, the effect of radioimmunotherapy (RIT) in its own right as assessed by positron emission tomography (PET)","Lund University Hospital|Bayer","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","7","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","6th radioimmunotherapy prot.|EudraCT number: 2007-002762-35","April 2008","January 2016","January 2016","September 29, 2008","null","February 19, 2016","Lund University Hospital, Lund, Sweden","","https://ClinicalTrials.gov/show/NCT00761384"
32,"NCT00965289","High-dose Chemotherapy With Rituximab for Adults With Aggressive Large B-cell Lymphoma",,"Completed","No Results Available","B-Cell Lymphoma","Drug: Rituximab","CR rate after 3 high dose chemotherapy courses|CR and PR rate at the end of the study treatment|PFS,EFS and OS|Tolerance of Rituximab combined with chemotherapy","Nantes University Hospital|French Innovative Leukemia Organisation|Hoffmann-La Roche","All","18 Years to 60 Years   (Adult)","Phase 2","42","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GOELAMS 074","April 2002","May 2003","June 2009","August 25, 2009","null","August 26, 2009","University Hospital, Nantes, France","","https://ClinicalTrials.gov/show/NCT00965289"
33,"NCT01369784","Prognostic Value of Clinical and Biological Factors in Patients With Refractory/Relapsed Diffuse Large B-cell Lymphoma","PRO-R-IPI","Completed","Has Results","Diffuse Large B-cell Lymphoma","","R-IPI Index (Revised International Prognostic Index)|Predictive Value of R-IPI at Diagnosis|Bcl-2 Expression|Bcl-6 Expression|p-53 Expression|p53 Expression|Multiple Myeloma Oncogene 1 (MUM-1) Expression|MUM-1 Expression|Eastern Cooperative Oncology Group Performance Status (ECOG) Performance Status|Ann Arbor Staging|Response to First Line of Treatment|Response to Second Line of Treatment|Relationship Between Global Response Rate to 2nd (Second) Line of Treatment and Bcl-2 Expression at Diagnosis|Relationship Between Global Response Rate to 2nd Line of Treatment and Bcl-6 Expression at Diagnosis|Relationship Between Global Response Rate to 2nd Line of Treatment and p53 Expression at Diagnosis|Relationship Between Global Response Rate to 2nd Line of Treatment and Multiple Myeloma Oncogene 1 (MUM1) Expression at Diagnosis","Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea","All","18 Years and older   (Adult, Older Adult)","","158","Other","Observational","Observational Model: Case-Only|Time Perspective: Cross-Sectional","PRO-R-IPI","February 2009","March 2011","March 2011","June 9, 2011","April 18, 2016","April 18, 2016","Hospital de Elda, Elda, Alicante, Spain|Hospital de Cabueñes, Gijón, Asturias, Spain|H. U. Central de Asturias, Oviedo, Asturias, Spain|H. U. Germans Trias i Pujol, Badalona, Barcelona, Spain|Hospital General de Granollers, Granollers, Barcelona, Spain|ICO-DYR, Hospitalet de Llobregat, Barcelona, Spain|Althaia, Manresa, Barcelona, Spain|Hospital de Mataró, Mataró, Barcelona, Spain|Hospital Parc Taulí, Sabadell, Barcelona, Spain|H. Sierrallana, Torrelavega, Cantabria, Spain|Hospital General del SAS de Jerez, Jerez de la Frontera, Cádiz, Spain|Hospital Galdakao, San Sebastián, Guipuzcoa, Spain|H. Clínico U. Santiago de Compostela, Santiago de Compostela, La Coruña, Spain|Hospital San Pedro, Logroño, La Rioja, Spain|H.U. Fundación Alcorcón, Alcorcón, Madrid, Spain|H.U.de Getafe, Getafe, Madrid, Spain|H. Severo Ochoa, Leganés, Madrid, Spain|Hospital Costa del Sol, Marbella, Málaga, Spain|Clínica Universitaria de Navarra, Pamplona, Navarra, Spain|Hospital de Navarra, Pamplona, Navarra, Spain|H. Universitario de Canarias, La Laguna, Tenerife, Spain|H. Nuestra Señora del Prado, Talavera de la Reina, Toledo, Spain|H. Basurto, Bilbao, Vizcaya, Spain|Hospital Clinic i Provincial, Barcelona, Spain|Hospital del Mar, Barcelona, Spain|Hospital Vall D'Hebrón, Barcelona, Spain|Institut Catalá d'Oncologia de Girona, Gerona, Spain|H.U. Virgen de las Nieves, Granada, Spain|Complejo Hospitalario de Jaén, Jaén, Spain|C.H.U. A Coruña, La Coruña, Spain|Hospital de León, León, Spain|Hospital Xeral, Lugo, Spain|Hospital Universitario Arnau de Vilanova, Lérida, Spain|H. Ramón y Cajal, Madrid, Spain|H. U. La Princesa, Madrid, Spain|H.G.U. Gregorio Marañón, Madrid, Spain|H.U. La Paz, Madrid, Spain|Hospital 12 de Octubre, Madrid, Spain|MD Anderson, Madrid, Spain|Hospital Son Llatzer, Mallorca, Spain|H.U. Virgen de la Arrixaca, Murcia, Spain|Hospital Morales Messeguer, Murcia, Spain|H. Carlos Haya, Málaga, Spain|Complexo Hospitalario de Ourense, Orense, Spain|Hospital Universitario Son Dureta, Palma de Mallorca, Spain|H. Universitario de Salamanca, Salamanca, Spain|H. General de Segovia, Segovia, Spain|H.U. Nuestra Señora de Valme, Sevilla, Spain|H. Arnau de Vilanova, Valencia, Spain|H. Clínico de Valencia, Valencia, Spain|H. Dr. Peset, Valencia, Spain|H. Río Hortega, Valladolid, Spain|Hospital Clínico Universitario Valladolid, Valladolid, Spain|H. Virgen de La Concha, Zamora, Spain|H. Nuestra Señora de Sonsoles, Ávila, Spain|H. Txagorritxu, Vitoria, Álava, Spain","","https://ClinicalTrials.gov/show/NCT01369784"
34,"NCT01793844","A Study of Improving the Efficacy of Treatment in Diffused Large B Cell Lymphoma Patients",,"Unknown status","No Results Available","Diffuse Large B-cell Lymphoma","","disease free survival|5-year overall survival|response rate|Number of participants with SAE|quality of life","Sun Yat-sen University","All","18 Years to 70 Years   (Adult, Older Adult)","","732","Other","Observational","Observational Model: Case Control|Time Perspective: Prospective","CSWOG0001","January 2008","June 2017","December 2017","February 18, 2013","null","December 11, 2015","Tumor center, Sun Yat-sen University, Guangzhou, Guangdong, China","","https://ClinicalTrials.gov/show/NCT01793844"
35,"NCT02733380","Chidamide Combined With VDDT Regimen in the Relapse and Refractory Diffuse Large B Cell Lymphoma",,"Recruiting","No Results Available","Diffuse Large B-cell Lymphoma","Drug: Chidamide|Drug: Vinorelbine|Drug: Liposomal Doxorubicin or mitoxantrone|Drug: Dexamethasone|Drug: Thalidomide","objective response rate|adverse events|abnormal laboratory examinations|incidence and relationship with study drugs of grade 3-4 adverse events and abnormal laboratory examinations|progression-free survival|duration of response","Henan Cancer Hospital","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HNSZLYYML-01","May 2016","May 2019","May 2020","April 11, 2016","null","August 14, 2018","Henan Cancer Hospital/The affiliated Cancer Hospital of ZhengZhou university, ZhengZhou, Henan, China","","https://ClinicalTrials.gov/show/NCT02733380"
36,"NCT03630159","Study of Tisagenlecleucel in Combination With Pembrolizumab in r/r Diffuse Large B-cell Lymphoma Patients","PORTIA","Recruiting","No Results Available","Diffuse Large B-cell Lymphoma","Biological: Tisagenlecleucel|Drug: Pembrolizumab","Percent of participants recieving pembrolizumab per protocol schedule|Dose Timing part: Incidence of dose limiting toxicities (DLTs)|Expansion part: Overall response rate (ORR)|Duration of Response (DOR)|Progression Free Survival (PFS)|Overall Survival (OS)|In vivo cellular kinetics of tisagenlecleucel in blood, bone marrow, lymph nodes and other tissues by qPCR and flow cytometry|Impact of pembrolizumab dosing strategy on the cellular kinetics of tisagenlecleucel by qPCR and flow cytometry|Immunogenicity measured by antibody titres specific to tisagenlecleucel molecule and by the presence of T lymphocytes activated by the tisagenlecleucel protein","Novartis Pharmaceuticals|Novartis","All","18 Years and older   (Adult, Older Adult)","Phase 1","32","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CCTL019J2101","September 4, 2018","October 28, 2019","February 27, 2023","August 14, 2018","null","August 31, 2018","University of Chicago Medical Center, Hematology & Oncology, Chicago, Illinois, United States","","https://ClinicalTrials.gov/show/NCT03630159"
37,"NCT03188198","Risk Adapted Therapy in Diffuse Large B Cell Lymphoma",,"Recruiting","No Results Available","Large B Cell Lymphoma","Drug: rituximab, etoposide, cyclophosphamide, doxorubicin, vincristine,prednisone, filgrastim","Response rate|Event-free survival","Mansoura University","All","16 Years and older   (Child, Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","mans lymphoma1","June 1, 2016","June 1, 2018","June 1, 2019","June 15, 2017","null","July 6, 2017","Oncology center, Mansoura, Egypt","","https://ClinicalTrials.gov/show/NCT03188198"
38,"NCT03391726","CART-19 Cells for R/R B-cell Lymphoma","CCFRRBL","Recruiting","No Results Available","Relapsed or Refractory B-cell Lymphoma","Other: CART-19 cells","Disease-free survival|Adverse events that are related to treatment","Fujian Medical University","All","1 Year to 65 Years   (Child, Adult, Older Adult)","Phase 2|Phase 3","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CART-19-01","January 1, 2016","December 2019","December 2020","January 5, 2018","null","January 5, 2018","Fujian Medical University Union Hospital, Fuzhou, Fujian, China","","https://ClinicalTrials.gov/show/NCT03391726"
39,"NCT02777736","CNS Prophylaxis in Diffuse Large B-cell Lymphoma","CLSG-CNS-001","Recruiting","No Results Available","Diffuse Large B-cell Lymphoma","Drug: Methotrexate","Cumulative incidence of CNS relapse in patients treated either with methotrexate i.v. or methotrexate i.t. or without CNS prophylaxis|Complete remission rate|Overall response rate|Overall survival|Progression-free survival","Czech Lymphoma Study Group","All","18 Years to 72 Years   (Adult, Older Adult)","Phase 3","500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","CLSG-CNS-001|2015-000591-97","July 2015","December 2018","December 2019","May 19, 2016","null","June 6, 2016","University Hospital Brno-Bohunice, Brno, Czech Republic|University Hospital Hradec Králové, Hradec Králové, Czech Republic|University Hospital Ostrava, Ostrava, Czech Republic|University Hospital Pilsen, Pilsen, Czech Republic|University Hospital Kralovske Vinohrady, Prague, Czech Republic|General University Hospital Prague, Prague, Czech Republic","","https://ClinicalTrials.gov/show/NCT02777736"
